lsat,ugpa,zfygpa,race
38.0,3.6,0.08,white
23.5,3.4,-1.28,black
36.0,4.0,0.55,white
38.5,3.0,-0.81,white
43.0,3.6,1.15,white
34.0,3.6,0.6,white
37.0,3.1,-0.1,white
22.5,3.0,-1.71,black
44.0,3.2,-0.52,white
37.0,4.0,0.77,white
36.0,3.0,0.24,white
38.0,2.7,0.47,black
41.0,3.1,1.53,white
27.0,3.6,-3.05,black
44.0,3.7,1.15,white
33.0,3.3,1.51,white
34.0,3.5,0.35,white
34.0,3.0,0.4,white
35.0,3.4,-0.91,white
35.0,3.2,-0.01,white
45.0,3.5,0.87,white
35.0,3.7,0.12,white
34.0,2.7,0.19,white
27.5,2.9,-2.58,black
45.0,3.8,1.71,white
35.0,3.9,-1.05,white
41.0,3.3,-0.25,white
32.0,3.3,-1.19,black
38.5,3.6,0.25,white
34.0,3.6,1.09,white
33.0,2.6,-0.43,white
40.0,3.5,-1.21,white
42.0,3.2,1.5,white
46.0,3.8,-0.25,white
32.5,3.8,-0.91,white
48.0,3.7,0.22,white
22.5,2.7,-0.78,black
37.5,3.3,1.2,white
27.3,3.2,1.09,white
35.0,3.0,-0.32,white
45.0,3.4,-0.5,white
37.0,2.9,-1.73,white
42.0,3.4,0.96,white
42.0,3.9,-0.72,white
47.0,3.8,0.54,white
32.0,3.1,-0.07,black
35.0,3.0,-0.42,white
33.0,3.2,-1.15,white
43.0,3.5,-0.6,white
25.0,2.7,-0.22,black
30.0,3.1,0.36,white
41.0,3.4,0.71,white
35.0,3.2,1.56,white
29.0,3.6,0.46,white
35.0,2.9,-0.9,white
41.0,3.0,-0.21,white
38.0,3.3,0.06,white
37.0,2.6,-0.15,white
32.0,3.2,0.7,white
26.0,3.5,-0.68,white
21.0,2.8,-1.65,black
42.0,3.0,-0.45,white
39.0,2.2,0.03,white
36.0,3.8,0.6,white
27.0,2.7,1.59,white
39.0,3.3,-0.24,white
32.5,3.0,1.49,white
36.0,3.2,0.47,white
47.0,4.0,-0.8,white
19.0,3.4,0.77,black
41.0,3.6,0.59,white
34.0,3.4,1.02,white
39.0,3.4,0.49,white
40.0,3.9,0.75,white
29.5,3.0,0.01,white
35.0,3.3,0.12,white
32.0,3.3,1.52,white
40.0,3.2,1.71,white
36.0,2.9,0.48,white
39.0,3.0,0.93,white
39.0,2.6,0.9,white
36.0,2.8,0.0,white
30.0,3.0,-0.01,white
36.0,3.5,1.07,white
23.0,2.7,0.35,white
37.0,3.2,0.2,white
31.0,3.6,-1.0,white
32.0,3.3,0.48,white
36.0,2.6,-0.17,white
33.0,3.0,0.39,white
33.0,3.8,1.62,white
36.0,3.1,0.83,white
30.0,3.2,-0.62,white
40.0,3.2,1.13,white
41.0,3.3,-0.19,white
47.0,3.2,-1.97,white
32.0,3.6,0.69,white
37.5,3.5,0.06,white
43.0,3.7,0.76,white
23.0,2.9,0.72,black
41.0,2.9,0.56,white
42.0,3.0,0.8,white
40.0,3.4,0.27,white
37.0,2.5,-1.45,black
37.0,2.6,0.18,white
46.0,3.8,1.02,white
36.0,3.2,0.47,white
33.0,3.6,-0.15,white
28.0,3.2,0.07,white
28.0,3.3,0.06,black
34.0,3.2,0.25,white
34.0,3.9,-0.03,white
38.0,3.6,-0.32,white
35.0,3.9,1.09,white
34.0,2.4,-1.63,white
36.0,2.9,-0.16,white
36.0,3.4,-0.6,white
41.0,3.8,-1.28,white
25.5,2.3,-1.9,black
42.0,3.3,0.59,white
35.0,3.3,-1.06,white
37.0,3.9,0.84,white
36.0,3.2,-0.39,white
42.0,3.3,-1.59,white
44.0,4.0,0.56,white
43.0,3.9,1.13,white
23.0,3.5,-2.02,black
37.0,2.8,0.59,white
27.0,2.3,-0.29,black
43.0,3.5,-0.67,white
45.0,3.8,0.65,white
37.0,2.8,1.51,white
46.0,3.2,0.65,white
39.0,3.6,-0.46,white
39.0,3.9,0.59,white
35.0,3.4,0.77,white
42.0,4.0,0.72,white
35.5,3.1,-1.87,white
37.0,3.0,-0.99,white
46.0,3.8,0.75,white
33.0,3.1,-0.66,white
29.0,3.4,0.48,white
42.0,3.0,-2.25,black
35.0,2.4,0.01,white
38.0,2.9,1.68,white
30.0,3.5,-1.04,white
36.0,3.0,0.7,white
34.0,3.3,0.12,white
41.0,3.4,0.08,white
31.0,3.5,-0.18,white
25.0,2.6,-4.0,black
34.0,3.5,0.42,white
44.0,3.9,-0.27,white
40.0,3.6,0.07,white
41.0,3.5,0.4,white
39.0,3.2,0.05,white
34.5,2.7,0.22,white
36.0,2.3,1.55,white
25.0,2.5,-2.38,black
48.0,3.4,0.91,white
39.0,3.7,-0.77,white
37.0,3.5,1.65,white
28.5,3.3,-0.25,white
42.0,3.7,-0.38,white
45.0,3.6,1.02,white
35.5,2.3,1.14,white
39.0,3.3,-0.44,white
38.0,3.2,0.69,white
41.0,3.4,0.75,white
37.0,3.4,-0.22,white
35.0,2.4,0.53,white
32.5,3.2,-0.76,white
40.0,3.0,0.42,white
45.0,4.0,0.93,white
32.0,3.2,0.75,white
21.0,2.9,-1.26,white
42.0,3.4,0.4,white
41.0,3.8,0.42,white
31.0,3.5,0.66,white
43.0,3.2,-0.45,white
47.0,3.4,-0.48,white
39.0,3.5,1.61,white
34.0,2.8,1.92,white
34.0,2.9,1.01,white
45.0,2.9,1.35,white
36.0,3.5,-0.16,white
35.0,3.3,1.1,white
33.0,3.6,-0.96,white
36.0,2.8,-0.67,white
30.0,2.9,0.18,white
35.0,2.5,0.51,white
20.0,3.0,-1.28,black
41.0,3.9,2.26,white
35.0,3.5,-1.19,white
36.0,3.5,-0.6,white
42.0,3.6,-0.09,white
43.0,2.7,-0.46,white
23.5,2.1,-2.13,black
44.0,3.4,-2.36,white
38.0,3.2,0.65,white
33.0,2.7,-0.56,white
35.0,3.0,0.53,white
37.0,3.7,1.32,white
41.0,3.0,0.49,white
44.0,2.6,0.66,white
33.0,3.7,-0.14,white
32.0,2.8,-2.31,black
41.0,3.2,-0.68,white
35.0,3.2,1.97,white
27.0,2.6,0.47,white
38.0,2.9,1.45,white
37.0,3.1,0.0,white
44.0,3.8,-0.01,white
33.0,3.3,1.25,white
44.0,3.9,-0.69,white
32.0,3.4,0.93,white
37.0,2.6,1.53,white
31.0,2.9,-0.66,white
31.0,2.4,-0.19,black
44.0,3.2,0.58,white
40.0,3.0,0.04,white
35.0,2.3,0.46,black
42.0,3.8,1.44,white
28.0,3.2,0.79,white
38.0,3.5,1.29,white
38.0,3.4,1.97,white
27.0,2.8,-0.28,black
37.0,3.4,-0.77,white
45.0,3.6,1.2,white
34.5,3.3,-0.54,white
36.0,3.2,-0.46,white
38.0,3.0,0.21,white
42.0,3.0,-1.05,white
38.0,2.7,0.51,white
21.5,2.8,0.4,white
43.0,3.3,0.09,white
32.0,3.5,0.92,white
38.0,3.3,0.18,white
39.0,2.6,0.83,white
35.5,3.6,-0.17,white
40.0,3.8,1.21,white
41.0,3.6,0.33,white
32.5,3.3,-1.98,black
38.0,3.1,-0.63,white
43.0,3.7,0.25,white
32.0,3.3,1.53,white
38.0,3.2,-1.55,white
29.0,3.5,0.2,white
34.0,3.0,-0.86,white
37.0,2.6,-1.7,white
35.0,2.8,1.27,white
42.0,2.5,0.7,white
41.0,3.6,-0.12,white
32.0,3.0,-0.96,white
44.0,3.7,-0.5,white
46.0,3.6,0.97,white
42.0,3.7,0.71,white
38.0,3.4,0.66,white
21.5,2.6,-0.07,white
31.0,2.9,-0.77,black
27.0,3.3,-0.11,white
38.0,3.4,-0.53,white
34.0,2.9,1.11,white
45.0,3.5,0.33,white
35.0,2.9,1.26,white
19.0,2.2,-1.03,white
39.0,3.6,0.26,white
35.0,4.0,0.4,white
39.0,3.4,-0.58,white
42.0,3.0,1.6,white
44.0,3.4,-1.44,white
36.0,3.2,-0.6,white
37.0,3.4,0.76,white
43.0,3.6,0.14,white
41.0,3.0,0.87,white
40.0,3.1,1.19,white
40.0,3.4,-0.62,white
33.0,3.3,-0.01,white
44.0,3.5,-0.92,white
41.0,3.2,1.64,white
39.0,3.4,-0.17,white
36.5,3.8,-0.17,white
44.0,3.6,0.07,white
29.0,2.6,-1.94,white
38.0,3.8,0.45,white
45.0,3.6,1.0,white
34.0,3.0,0.5,white
31.5,2.8,-0.15,white
32.0,3.3,-0.65,white
44.0,3.0,-0.03,white
39.0,2.7,-0.17,white
38.0,3.8,1.38,white
37.0,3.4,0.23,white
18.0,3.1,-2.59,white
43.0,3.0,0.1,white
41.0,3.8,0.6,white
42.0,2.9,0.24,white
32.5,3.6,0.24,white
34.0,3.3,-1.24,black
41.0,2.4,0.93,white
43.0,2.2,-0.03,black
36.0,3.4,0.42,white
36.0,3.0,-0.03,white
46.0,3.6,-0.14,white
40.0,2.8,-0.49,white
30.0,2.4,-1.36,white
32.0,3.1,-1.76,black
33.0,3.6,0.88,white
39.0,3.6,0.18,white
46.0,2.2,2.72,white
40.0,3.0,0.69,white
48.0,3.0,1.57,white
31.0,3.9,-0.1,white
41.0,3.4,-0.46,white
38.0,3.3,-1.14,white
29.0,2.8,-1.03,black
46.0,3.5,0.67,white
36.5,2.6,-0.62,white
40.0,3.5,0.12,white
45.0,3.6,0.55,white
46.0,3.1,1.98,white
33.0,3.5,1.04,white
38.5,3.6,0.74,white
36.0,3.8,1.04,white
28.0,2.9,-1.25,black
44.0,3.3,-2.1,black
33.0,3.0,1.67,white
42.0,3.5,0.55,white
42.0,3.0,-0.32,white
34.5,3.2,-0.12,white
34.0,2.5,-1.65,white
23.0,2.5,-1.27,black
43.0,3.6,0.34,white
34.0,2.7,0.61,white
20.0,2.7,-0.54,black
44.0,3.6,0.41,white
42.0,3.6,1.06,white
29.0,2.3,-1.79,black
32.0,3.0,-0.94,white
33.0,3.3,0.05,white
46.0,3.3,0.79,white
31.0,3.1,-0.19,white
35.0,2.7,1.13,white
40.0,3.5,-0.53,white
38.0,3.3,0.81,white
31.0,3.4,-1.08,white
39.5,2.8,-1.05,white
26.0,2.8,-1.61,black
32.0,2.6,1.88,white
36.0,3.2,-0.02,white
26.0,2.5,-1.24,black
43.0,3.4,-1.0,white
37.0,3.4,1.25,white
44.0,4.0,1.52,white
36.0,2.9,0.35,white
36.0,3.9,0.45,white
29.5,2.3,-1.24,black
42.0,3.6,-1.0,white
40.0,3.5,0.76,white
38.0,2.8,0.67,white
44.0,3.3,0.86,white
37.0,2.6,0.06,white
29.0,3.5,0.06,black
42.0,3.8,0.95,white
44.0,2.9,0.25,white
38.0,3.3,-0.83,white
35.0,3.4,1.04,white
35.0,3.2,-1.75,white
36.0,2.7,0.01,white
46.0,2.4,1.22,white
48.0,3.1,-1.95,white
26.0,3.6,0.26,white
37.0,3.4,-0.55,white
38.0,3.6,-1.03,white
38.0,3.4,0.37,white
38.0,3.2,-0.18,white
39.0,3.8,-0.98,white
40.0,3.8,0.64,white
34.0,3.7,-1.23,white
34.0,3.4,0.05,white
33.0,3.5,0.72,white
41.0,2.5,1.34,white
44.0,3.5,0.06,white
30.0,3.8,-0.22,white
39.0,3.7,-0.18,white
43.0,3.7,0.37,white
41.0,3.1,-0.6,white
45.0,3.4,2.09,white
44.0,3.6,0.16,white
31.0,2.2,-0.31,black
37.5,3.0,0.62,white
34.0,3.2,0.77,white
38.0,3.3,-1.19,white
40.0,3.0,0.3,white
32.0,3.2,-0.41,white
41.0,3.1,0.63,white
45.0,2.6,1.19,white
29.0,3.5,-0.17,white
33.0,3.1,-0.99,white
35.5,2.9,-1.37,white
45.0,3.9,-0.66,white
30.0,3.1,-0.11,white
43.0,4.0,0.19,white
25.0,2.7,-1.44,white
28.0,3.6,-1.1,black
32.5,3.1,0.78,white
42.0,3.5,-0.07,white
33.0,3.3,0.14,white
37.0,3.0,-0.61,white
47.0,3.0,0.71,white
35.0,3.8,0.46,white
43.0,2.8,1.46,white
46.0,3.7,-0.12,white
42.0,3.6,0.41,white
39.0,3.1,-0.59,white
43.0,2.8,-0.35,white
36.0,3.0,-0.33,white
44.0,3.5,-0.45,white
42.0,3.6,1.16,white
34.0,2.4,-0.76,white
34.0,3.7,0.09,white
37.0,2.8,-0.51,white
41.0,3.5,1.9,white
36.0,3.1,-1.3,white
33.5,2.7,-0.23,white
42.0,3.6,0.52,white
37.0,3.4,0.64,white
42.0,3.5,0.25,white
43.0,3.6,-0.66,white
34.0,3.1,-0.25,white
40.0,3.5,-0.48,white
38.0,3.8,0.38,white
31.0,3.9,0.88,white
41.0,4.0,2.08,white
38.5,2.4,0.9,white
28.0,2.9,-2.06,black
39.0,3.2,-0.01,white
37.0,3.1,-0.99,white
37.0,3.4,-0.11,white
22.0,2.4,0.07,black
40.0,3.2,-1.38,white
44.0,3.3,-1.29,white
30.0,3.7,1.82,white
38.0,2.3,0.47,white
41.0,3.4,1.42,white
35.0,3.3,-1.16,white
22.0,2.9,0.4,black
42.0,3.1,1.65,white
38.0,2.4,-0.79,white
42.0,3.3,0.77,white
33.0,3.1,-0.71,white
39.0,3.8,1.92,white
33.0,2.0,0.29,white
39.0,3.5,-1.21,white
39.0,3.8,0.79,white
41.0,3.6,1.36,white
19.0,3.2,-1.12,black
30.0,3.0,-2.01,white
33.0,2.3,0.04,white
38.0,3.5,0.62,white
36.0,3.4,0.86,white
34.0,3.1,-0.57,white
45.0,3.6,1.16,white
42.0,3.7,1.2,white
44.0,4.0,0.1,white
27.5,3.4,-0.6,white
44.0,3.2,0.75,white
33.5,3.8,0.42,white
44.0,3.1,0.93,white
36.0,3.4,0.97,white
44.0,3.0,-2.04,white
34.0,3.3,-0.47,white
41.0,3.6,-0.36,white
42.0,3.9,0.39,white
44.0,3.6,0.54,white
43.0,3.1,1.15,white
33.0,2.2,0.27,white
33.0,3.1,-2.13,white
41.0,2.7,0.98,white
43.0,3.6,1.48,white
38.0,3.3,-0.46,white
33.0,3.0,-1.51,white
35.0,3.5,0.03,white
29.0,3.1,-0.44,white
32.0,3.5,2.25,white
45.0,3.4,-0.03,white
39.0,2.4,-0.55,white
42.0,3.3,0.24,white
33.0,3.2,-1.24,black
33.5,3.6,-0.77,white
44.0,3.3,-0.12,white
47.0,3.7,1.17,white
33.0,2.8,-0.06,black
46.0,3.4,1.85,white
37.0,3.2,-0.54,white
37.0,3.0,1.59,white
36.0,3.2,0.48,white
25.0,2.6,0.26,white
36.0,3.1,-0.1,white
36.0,3.5,-0.35,white
42.0,2.6,-0.23,white
34.0,3.7,-0.45,white
40.0,3.2,0.0,white
37.0,2.8,-0.23,white
39.0,3.1,-1.14,white
43.0,3.2,1.4,white
43.0,3.6,1.36,white
37.0,3.0,0.29,white
34.5,3.1,-0.19,white
33.0,3.1,-0.52,white
33.0,3.8,0.2,white
34.0,3.1,-0.2,white
36.0,2.8,-0.44,white
36.0,2.9,0.92,white
36.0,3.9,0.08,white
21.0,2.8,-2.58,black
45.0,3.1,-0.46,white
40.0,2.8,-0.15,white
38.0,3.0,1.1,white
38.0,3.0,0.12,white
35.0,2.4,-1.04,white
37.0,3.6,-0.43,white
42.0,3.4,0.17,white
33.0,2.9,-0.2,white
35.0,3.7,0.82,white
45.0,3.5,1.99,white
29.0,2.9,1.16,white
38.0,3.6,0.26,white
33.0,2.8,-1.28,white
30.0,3.3,-0.06,white
34.0,3.2,0.14,white
28.5,2.5,-1.83,white
30.5,3.3,1.76,white
37.0,3.5,0.15,white
42.0,3.1,-0.41,white
27.5,3.7,-1.94,white
30.5,3.2,-0.08,white
22.0,3.2,0.46,white
33.0,3.1,0.61,white
39.0,2.7,1.83,white
37.0,3.0,1.72,white
37.0,2.6,-0.08,white
34.0,2.9,-0.26,white
23.0,3.0,-1.5,black
37.0,3.5,-0.1,white
43.0,3.8,-0.73,white
42.0,3.6,1.78,white
21.0,2.0,-0.11,black
31.0,3.4,1.64,white
37.0,3.6,1.06,white
21.0,2.9,-2.75,white
38.0,3.2,1.0,white
30.0,2.6,0.39,white
47.0,4.0,1.47,white
37.0,3.5,-0.55,white
23.5,2.9,-1.01,black
41.5,3.3,-0.69,white
32.0,3.2,0.64,white
37.0,2.8,0.36,white
38.0,3.1,-0.81,white
36.0,3.7,1.14,white
33.0,4.0,1.17,white
35.0,2.9,0.73,white
40.0,2.9,-0.22,white
42.0,3.4,-0.58,white
37.0,3.0,0.19,white
34.0,2.7,0.09,white
41.0,3.6,0.36,white
31.0,3.9,0.37,white
37.0,3.7,-0.42,white
38.0,3.6,-0.42,white
33.0,2.4,-0.14,white
39.0,3.5,0.23,white
37.0,3.4,-0.51,white
39.0,3.9,2.43,white
47.0,3.0,0.23,white
27.0,2.6,-1.75,white
33.0,3.3,-0.16,white
39.0,2.8,-0.36,white
35.0,2.9,-1.1,white
26.0,3.4,0.08,white
44.0,3.2,2.33,white
43.0,2.7,1.2,white
29.0,2.8,0.06,white
33.0,3.4,-2.29,white
41.0,3.5,2.06,white
39.0,3.3,-0.91,white
40.0,3.7,-1.06,white
42.0,3.5,0.69,white
44.0,3.0,0.68,white
33.0,3.0,-1.72,black
24.0,3.8,-0.13,white
33.0,2.5,-0.97,white
37.0,2.3,-0.52,white
39.0,3.1,0.66,white
33.0,2.8,0.97,white
41.0,3.2,1.11,white
32.0,3.5,0.35,white
33.0,3.8,-0.14,white
27.0,3.9,0.9,white
40.0,3.6,0.22,white
42.0,3.0,0.52,white
40.0,3.5,-0.61,white
41.0,3.9,0.59,white
36.0,3.0,0.9,white
46.0,3.6,1.85,white
43.0,3.4,0.75,white
46.0,2.9,0.39,white
25.0,2.3,0.16,black
39.0,3.4,-0.7,white
37.0,3.5,0.84,white
38.0,2.8,-1.45,white
35.5,3.7,-0.4,white
39.0,3.3,-0.28,white
44.0,3.2,-0.11,white
32.0,2.9,0.68,white
32.0,3.5,0.39,white
37.0,3.7,1.12,white
38.0,2.9,0.68,white
37.0,3.8,0.0,white
33.0,3.6,0.42,white
39.0,2.7,0.06,white
34.0,3.0,0.41,white
31.5,3.4,-1.76,white
40.0,3.4,-0.14,white
25.0,2.7,-1.33,white
40.0,3.2,-0.05,white
41.0,2.8,0.16,white
42.0,3.7,0.34,white
39.0,3.5,0.3,white
32.0,3.4,-1.78,black
27.0,2.6,-1.39,black
23.0,2.3,0.02,black
45.0,3.2,0.14,white
42.0,3.2,-0.39,white
39.0,3.6,1.31,white
36.0,3.7,0.91,white
36.0,3.1,0.15,white
38.0,3.6,-0.19,white
43.0,3.1,2.08,white
36.0,2.8,1.23,white
37.0,3.8,-1.48,white
37.0,3.4,1.03,white
34.0,2.7,-0.92,white
34.0,3.2,-0.76,white
39.0,3.4,1.12,white
31.0,3.2,-0.3,white
36.0,2.7,0.21,white
31.0,2.4,0.1,white
28.0,2.7,-0.61,black
38.0,3.4,0.68,white
32.5,3.5,0.74,white
35.0,3.6,-0.24,white
41.0,3.1,-0.84,white
30.0,3.2,-1.03,white
31.0,3.5,1.09,white
39.0,2.9,0.99,white
37.0,3.4,0.32,white
44.0,3.6,0.71,white
37.0,3.4,-1.42,white
36.0,3.6,1.18,white
45.0,3.2,-0.06,white
28.0,2.4,-0.36,white
35.5,3.1,-0.08,white
38.0,3.0,0.52,white
36.0,3.2,1.47,white
29.5,3.3,-1.21,black
43.0,3.0,-0.55,white
40.0,2.7,-0.08,white
30.0,3.7,-1.81,white
39.0,2.9,-1.14,white
35.0,2.8,-0.07,white
35.0,3.4,-0.28,white
42.0,2.9,-0.24,white
40.0,3.5,-0.3,white
44.0,3.2,-1.08,white
29.0,3.3,-0.98,white
36.0,3.4,-0.04,white
39.0,3.3,0.42,white
38.0,2.7,1.17,white
41.0,2.9,1.64,white
38.0,3.3,0.3,white
40.0,3.5,0.92,white
29.0,2.8,-2.37,white
38.0,3.7,0.14,white
35.5,2.7,0.54,white
42.0,3.9,0.1,white
44.0,3.4,0.87,white
40.0,3.6,-0.35,white
40.0,3.4,0.14,white
36.0,3.1,-1.73,white
30.5,3.4,0.39,white
35.0,2.7,0.14,white
46.0,3.7,2.64,white
38.0,3.6,0.86,white
37.0,3.1,-0.49,white
38.0,3.1,-0.01,white
41.0,2.7,0.97,white
43.0,2.9,-0.69,white
43.0,2.9,0.21,white
31.5,3.0,-0.89,white
42.0,2.4,0.79,white
29.0,2.6,0.2,white
36.0,3.4,-0.47,white
35.0,3.3,-1.48,white
35.0,3.4,0.96,white
36.0,3.5,0.55,white
29.5,2.6,-1.61,black
39.5,3.3,0.66,white
41.0,3.4,0.16,white
33.5,2.9,-1.98,white
34.0,2.5,-1.82,white
38.0,3.3,-0.1,white
44.0,3.5,-0.32,white
39.0,3.6,0.13,white
44.0,3.6,1.88,white
44.0,3.4,-0.64,white
38.0,3.3,-0.57,white
36.0,3.4,-0.44,white
43.0,3.2,0.77,white
35.0,2.7,1.49,white
36.0,3.6,2.1,white
32.0,2.8,0.14,black
34.5,3.3,-0.82,white
31.0,3.2,-0.12,white
41.0,3.5,-0.6,white
32.0,3.2,0.86,white
38.0,2.8,0.52,white
27.0,2.4,-1.66,black
34.0,3.5,-2.14,white
37.0,3.6,1.14,white
38.0,2.9,-0.47,white
37.0,3.5,0.82,white
46.0,3.3,0.23,white
41.0,2.8,-0.41,white
46.0,4.0,0.78,white
34.0,2.5,0.12,black
36.0,3.4,0.11,white
33.0,2.6,0.74,white
39.5,2.2,0.65,white
41.0,3.9,0.46,white
41.0,2.7,1.44,white
34.0,3.2,0.31,white
30.0,2.9,1.45,black
46.0,3.5,-0.02,white
44.0,3.3,-1.26,white
34.0,3.0,-0.07,white
47.0,3.8,0.15,white
34.0,3.3,-1.31,white
45.0,3.1,0.79,white
40.0,3.8,0.85,white
38.0,3.7,-1.11,white
41.0,2.9,1.74,white
39.0,3.6,-0.68,white
44.0,2.9,0.05,white
37.0,3.1,0.31,white
36.0,3.0,1.28,white
33.0,2.1,2.17,white
40.0,3.7,-0.27,white
33.0,3.6,-1.32,white
48.0,3.1,1.99,white
37.0,3.6,0.98,white
33.5,3.8,-0.51,white
38.0,3.4,-1.19,white
43.0,3.7,1.07,white
48.0,3.9,1.92,white
43.0,3.3,1.28,white
22.0,3.0,0.8,white
31.0,3.5,1.35,white
34.7,2.7,-0.53,white
31.0,3.3,0.04,white
35.0,3.5,0.65,white
44.0,3.2,-1.23,white
39.0,3.1,-1.24,white
32.3,3.3,-0.44,white
35.5,3.4,0.55,white
40.0,3.1,-0.37,white
33.0,2.9,1.21,white
37.0,3.0,-1.15,white
43.0,3.3,-1.06,white
39.0,4.0,-0.01,white
38.0,3.3,-0.48,white
37.0,3.1,0.34,white
25.0,2.6,-1.62,black
39.0,3.0,-0.32,white
40.0,3.4,1.38,white
30.5,2.7,0.39,white
36.0,3.1,-1.45,white
37.5,2.8,-0.87,white
39.5,2.9,1.39,white
41.0,4.0,2.02,white
44.0,3.6,2.32,white
40.0,3.0,0.71,white
33.0,3.6,0.24,white
31.0,3.0,-0.85,white
42.0,4.0,-0.44,white
32.0,3.6,0.69,white
34.0,3.6,0.45,white
46.0,3.5,0.06,white
47.0,3.8,0.6,white
37.0,3.5,-0.35,white
40.0,3.7,-1.05,white
47.0,3.5,0.7,white
43.0,3.2,-0.29,white
30.0,2.8,0.32,white
26.0,2.2,-1.76,black
41.0,3.2,0.97,white
31.0,2.9,-0.97,white
28.5,3.7,-0.6,white
42.0,2.9,-0.31,white
38.0,3.7,0.24,white
36.0,3.7,1.11,white
32.0,3.3,-0.87,white
25.5,2.2,-2.14,black
46.0,2.4,0.68,white
38.0,2.8,1.32,white
42.0,3.3,-0.69,white
42.0,3.8,-0.01,white
45.0,2.8,-0.54,white
35.0,3.1,-0.1,white
39.0,3.8,-0.72,white
44.0,2.7,-0.89,white
43.0,3.6,-1.55,white
30.0,2.9,0.04,white
34.0,3.3,-0.75,white
33.0,3.4,0.07,white
40.0,3.5,1.11,black
26.0,2.3,-1.58,black
37.0,2.8,0.26,white
37.0,2.8,-0.03,white
38.0,3.6,0.01,white
23.0,2.6,-0.33,black
30.0,3.1,0.63,white
48.0,3.8,-0.84,white
40.0,2.9,1.12,white
34.0,3.3,-2.17,white
45.0,2.9,0.42,white
39.0,3.9,0.07,white
34.0,3.0,-0.55,white
29.0,2.5,-1.08,white
38.0,3.2,-0.59,white
42.0,3.3,0.07,white
40.0,3.0,0.2,white
26.0,3.0,-1.57,black
32.0,3.2,-0.2,white
36.5,3.2,0.9,white
41.0,2.9,0.35,white
30.0,3.8,0.22,white
40.0,3.5,0.2,white
34.0,3.1,0.53,white
34.0,3.1,0.45,white
34.0,2.6,0.25,white
44.0,3.9,-1.05,white
38.0,3.6,0.41,white
37.0,3.8,0.92,white
37.0,2.8,1.1,white
31.0,3.0,0.56,white
30.0,2.6,-1.31,black
33.5,2.8,0.16,white
42.0,3.3,0.51,white
32.5,2.7,-0.86,white
41.0,3.3,1.21,white
48.0,3.8,0.92,white
43.0,3.4,0.1,white
39.0,2.8,-0.31,white
35.0,2.9,-0.77,white
34.0,2.9,0.2,white
33.0,2.8,0.41,white
45.0,3.4,1.26,white
48.0,3.3,0.7,white
33.0,2.8,0.34,white
34.0,3.2,0.04,white
40.0,3.1,1.0,white
31.0,3.6,0.18,white
41.0,3.8,0.43,white
42.0,3.9,0.4,white
36.0,2.6,0.09,white
35.0,3.6,-0.79,white
38.0,3.7,1.29,white
29.0,3.3,-0.22,white
46.0,3.2,0.12,white
24.0,3.3,-1.6,black
36.0,3.5,0.22,white
38.0,3.8,0.26,white
31.0,3.6,0.77,white
38.0,3.9,0.19,white
41.0,3.2,1.76,white
37.0,3.3,-0.15,white
29.5,3.0,-0.6,white
34.0,2.6,1.05,white
36.0,3.1,-0.43,white
43.0,2.5,-1.3,white
33.0,3.2,0.68,white
40.0,3.9,0.44,white
38.0,3.0,-0.22,white
41.0,3.7,1.5,white
40.0,3.5,0.86,white
40.0,3.4,-0.2,white
35.0,3.7,-0.33,white
36.0,3.4,-0.29,white
33.5,2.9,-1.19,white
39.0,2.9,0.17,white
36.0,3.5,-0.67,white
26.0,3.0,-0.28,white
38.0,2.8,-0.73,white
27.0,3.4,0.14,white
32.7,3.5,0.28,white
29.0,3.2,0.19,black
21.5,2.9,0.72,black
33.0,3.1,-1.47,white
47.0,3.1,1.32,white
44.0,3.8,0.55,white
34.5,2.9,-0.31,white
33.0,4.0,0.48,white
33.0,2.8,-1.32,white
40.0,3.7,-0.6,white
45.0,3.1,-1.01,white
35.5,3.5,1.74,white
42.0,3.2,-0.76,white
30.5,3.0,-0.2,white
47.0,3.7,-1.3,white
39.0,3.4,-0.3,white
34.0,3.1,-0.66,white
30.5,3.3,0.85,white
34.0,4.0,-0.62,white
39.0,3.9,1.42,white
42.0,3.4,0.77,white
36.0,3.5,0.3,white
39.0,3.1,-0.08,white
38.0,3.1,1.53,white
41.0,3.7,-1.14,white
43.0,3.0,-0.32,white
23.0,2.6,0.84,black
36.0,3.4,0.71,white
39.0,3.9,1.14,white
38.0,3.4,0.35,white
34.0,2.6,0.26,white
32.0,3.4,1.26,white
36.0,2.9,-1.39,white
25.0,2.5,-0.89,black
44.0,3.6,0.35,white
40.0,3.7,-0.36,white
37.0,2.9,-1.53,white
38.0,3.0,1.38,white
31.0,3.1,1.08,white
39.0,3.1,-0.96,white
31.0,3.1,-0.91,white
39.0,3.1,2.04,white
30.5,3.4,0.25,white
39.0,3.5,1.21,white
38.5,3.0,-0.34,white
36.0,3.6,0.42,white
35.0,3.5,-0.07,white
40.0,3.1,-1.23,black
33.0,3.1,2.23,white
43.0,3.5,1.27,white
33.0,3.5,-0.63,white
31.0,3.2,0.36,white
43.0,3.4,0.54,white
41.0,3.2,0.97,white
32.0,3.6,0.4,white
35.0,3.1,-0.73,white
36.0,3.1,0.84,white
42.0,3.1,-0.2,white
40.0,3.9,0.94,white
37.0,3.8,-0.37,white
31.0,2.7,-0.36,black
